Gene_Name	Best_Theta	Group	CHROM	START	STOP	STRAND	SIGVAL	Best_Theta_0	Loss_Diff_0	Category_0	Best_Theta_30	Loss_Diff_30	Category_30	Best_Theta_60	Loss_Diff_60	Category_60	Best_Theta_120	Loss_Diff_120	Category_120
YHR213W-B	NA	Bad	chrVIII	540799	541099	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR214C-B	NA	Bad	chrVIII	543963	549346	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YHR214C-C	NA	Bad	chrVIII	547909	549346	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YHR214C-D	NA	Bad	chrVIII	550647	550941	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR214C-E	NA	Bad	chrVIII	551199	551499	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR214W	NA	Bad	chrVIII	541650	542262	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR214W-A	NA	Bad	chrVIII	543007	543493	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR215W	NA	Bad	chrVIII	552098	553502	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR216W	NA	Bad	chrVIII	554395	555967	+	1	NA	NA	Singular	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR217C	NA	Bad	chrVIII	556580	557042	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR218W	NA	Bad	chrVIII	558013	559924	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YHR218W-A	NA	Bad	chrVIII	559931	560249	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YHR219C-A	NA	Bad	chrVIII	561198	561681	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YHR219W	NA	Bad	chrVIII	560172	562047	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL001W	364	Low	chrIX	353939	355481	+	1	NA	NA	bad_match	364	0.4719302	Low	1043	0.01267374	Low	948	0.04437085	Low
YIL002C	1995	Low	chrIX	350590	353431	-	1	NA	NA	bad_match	670	0.3554341	Low	1995	0.3826569	Low	1802	0.2217188	Low
YIL002W-A	NA	Bad	chrIX	350300	350510	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL003W	623	Low	chrIX	349121	350003	+	1	NA	NA	bad_match	623	1.825442	Low	684	0.1781415	Low	486	0.7297675	Low
YIL004C	NA	Bad	chrIX	347945	348505	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL005W	576	Low	chrIX	345691	347797	+	1	NA	NA	bad_match	576	0.4352004	Low	151	0.1418539	Low	367	0.0001893217	Low
YIL006W	848	Low	chrIX	344061	345183	+	1	NA	NA	bad_match	326	0.4585594	Low	848	0.8808884	Low	194	0.875054	Low
YIL007C	NA	Bad	chrIX	342993	343656	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL008W	NA	Bad	chrIX	342535	342835	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL009C-A	NA	Bad	chrIX	335665	336212	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL009W	1820	Low	chrIX	339343	341428	+	1	NA	NA	bad_match	1739	0.2217989	Low	1820	0.6435525	Low	1901	0.08839513	Low
YIL010W	NA	Bad	chrIX	334881	335529	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL011W	NA	Bad	chrIX	333726	334536	+	1	173	1.061463	Low	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL012W	NA	Bad	chrIX	333010	333352	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL013C	3140	Bad	chrIX	328206	332442	-	1	NA	NA	Singular	3140	0.8919467	Low	NA	NA	Singular	3385	0.612836	Low
YIL014C-A	NA	Bad	chrIX	325211	325526	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL014W	1301	Medium	chrIX	326102	327995	+	1	NA	NA	bad_match	1472	1.100574	Low	1149	1.628807	Low	1301	2.245582	Medium
YIL015W	393	Low	chrIX	322341	324105	+	1	NA	NA	reads<=5 	217	0.06645869	Low	151	0	Low	393	0.09386459	Low
YIL016W	NA	Bad	chrIX	321453	321933	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL017C	869	Low	chrIX	318199	320965	-	1	NA	NA	bad_match	851	0.2422311	Low	869	0.7149105	Low	286	0.03149927	Low
YIL018W	NA	Bad	chrIX	316767	317932	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL019W	517	Bad	chrIX	315092	316133	+	1	889	0.05798615	Low	NA	NA	reads<=5 	517	0.3790228	Low	422	0.1097788	Low
YIL020C	NA	Bad	chrIX	314034	314820	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL020C-A	NA	Bad	chrIX	313712	314051	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL021C-A	NA	Bad	chrIX	313198	313468	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL021W	NA	Bad	chrIX	312904	313861	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL022W	386	Low	chrIX	311164	312460	+	1	NA	NA	bad_match	386	0.1850727	Low	867	0.1772102	Low	526	0.003911521	Low
YIL023C	291	Low	chrIX	309385	310426	-	1	NA	NA	bad_match	753	0.5347704	Low	697	0.1862455	Low	291	1.914599	Low
YIL024C	NA	Bad	chrIX	308601	309171	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL025C	NA	Bad	chrIX	308200	308575	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL026C	700	Low	chrIX	304476	307929	-	1	NA	NA	bad_match	700	0.9425904	Low	1474	0.6631042	Low	3228	0.1698719	Low
YIL027C	NA	Bad	chrIX	303678	304104	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL028W	NA	Bad	chrIX	302099	302498	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL029C	NA	Bad	chrIX	300828	301257	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL029W-A	NA	Bad	chrIX	299734	300106	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL030C	NA	Bad	chrIX	296049	300009	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL030W-A	NA	Bad	chrIX	295564	295903	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL031W	NA	Bad	chrIX	292632	295737	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL032C	NA	Bad	chrIX	291960	292317	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL033C	1007	Low	chrIX	290418	291669	-	1	NA	NA	bad_match	1053	0.2648595	Low	1089	0.9377809	Low	1007	1.18703	Low
YIL034C	461	Low	chrIX	289225	290089	-	1	NA	NA	bad_match	151	0	Low	151	0	Low	461	0.2735993	Low
YIL035C	946	Low	chrIX	287789	288908	-	1	NA	NA	bad_match	946	1.03863	Low	472	0.59866	Low	173	0.1003466	Low
YIL036W	1602	Low	chrIX	285665	287429	+	1	NA	NA	bad_match	1602	0.3142714	Low	637	0.00469238	Low	151	0	Low
YIL037C	532	Bad	chrIX	283028	284999	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	532	2.287134	Medium	467	1.02435	Low
YIL038C	1093	Low	chrIX	280141	282652	-	1	NA	NA	bad_match	1709	0.6413725	Low	1093	1.009352	Low	1361	0.8425966	Low
YIL039W	492	Low	chrIX	278425	279847	+	1	NA	NA	bad_match	514	0.4516904	Low	492	1.72918	Low	470	1.603513	Low
YIL040W	NA	Bad	chrIX	277722	278139	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL041W	265	Low	chrIX	276524	277505	+	1	NA	NA	bad_match	725	0.04427569	Low	265	0.2794076	Low	151	0	Low
YIL042C	183	Low	chrIX	275107	276292	-	1	NA	NA	bad_match	864	0.08362667	Low	183	0.627814	Low	155	0.3507377	Low
YIL043C	441	Medium	chrIX	274071	274926	-	1	NA	NA	bad_match	441	2.821535	Medium	608	0.222689	Low	151	0	Low
YIL044C	710	Low	chrIX	272949	273846	-	1	NA	NA	bad_match	710	1.14496	Low	206	0.02568479	Low	180	0.72342	Low
YIL045W	997	Medium	chrIX	271160	272777	+	1	NA	NA	bad_match	1095	1.24127	Low	997	2.105533	Medium	1305	1.353555	Low
YIL046W	1473	Low	chrIX	268650	270573	+	1	NA	NA	bad_match	152	0.4432394	Low	527	0.4032503	Low	1473	1.19056	Low
YIL046W-A	NA	Bad	chrIX	268308	268473	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL047C	NA	Bad	chrIX	265114	267823	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL047C-A	NA	Bad	chrIX	265098	265467	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL048W	2191	Medium	chrIX	261436	264892	+	1	NA	NA	bad_match	2018	1.153303	Low	2126	1.312025	Low	2191	2.129522	Medium
YIL049W	257	Low	chrIX	260157	260919	+	1	NA	NA	bad_match	257	0.3667127	Low	294	0.2199875	Low	475	0.0003403635	Low
YIL050W	270	Low	chrIX	258912	259770	+	1	NA	NA	bad_match	151	0	Low	357	9.854421e-06	Low	270	0.6406022	Low
YIL051C	NA	Bad	chrIX	257842	258280	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL052C	NA	Bad	chrIX	256225	257063	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL053W	NA	Bad	chrIX	255114	255867	+	1	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match	NA	NA	bad_match
YIL054W	NA	Bad	chrIX	254542	254860	+	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL055C	1038	Low	chrIX	252041	253925	-	1	NA	NA	bad_match	1038	1.450137	Low	1150	0.418932	Low	404	0.3826818	Low
YIL056W	1001	Medium	chrIX	249990	251913	+	1	NA	NA	bad_match	1001	3.228944	Medium	690	2.443104	Medium	656	1.807198	Low
YIL057C	NA	Bad	chrIX	247901	248396	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL058W	NA	Bad	chrIX	246913	247198	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL059C	NA	Bad	chrIX	246549	246915	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL060W	NA	Bad	chrIX	246391	246826	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL061C	699	Low	chrIX	244656	245559	-	1	445	0.7254515	Low	699	0.06517894	Low	255	0.01826026	Low	151	0.009625717	Low
YIL062C	NA	Bad	chrIX	243997	244462	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL063C	345	Medium	chrIX	242760	243744	-	1	NA	NA	bad_match	345	2.530017	Medium	162	0.5869141	Low	590	1.342268	Low
YIL064W	462	Low	chrIX	241942	242716	+	1	540	0.8887349	Low	462	0.3606817	Low	151	0.2690585	Low	232	0.03382019	Low
YIL065C	NA	Bad	chrIX	241307	241775	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL066C	2206	Low	chrIX	238098	240708	-	1	2455	0.005846847	Low	201	0.02423063	Low	201	0.004491374	Low	2206	0.0480859	Low
YIL066W-A	NA	Bad	chrIX	237365	237809	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL067C	NA	Bad	chrIX	235723	237760	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL068C	NA	Bad	chrIX	233056	235474	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL068W-A	NA	Bad	chrIX	233012	233396	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL069C	NA	Bad	chrIX	231552	232369	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL070C	189	Medium	chrIX	230271	231072	-	1	NA	NA	bad_match	652	0.1656047	Low	249	1.799565	Low	189	2.510398	Medium
YIL071C	NA	Bad	chrIX	228659	229994	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL071W-A	NA	Bad	chrIX	228549	229026	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL072W	NA	Bad	chrIX	226601	228419	+	1	NA	NA	reads<=5 	NA	NA	Singular	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL073C	NA	Bad	chrIX	222936	225954	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL074C	1151	Low	chrIX	221080	222490	-	1	NA	NA	bad_match	450	0.1871661	Low	1151	0.5053805	Low	1262	0.001588192	Low
YIL075C	412	Low	chrIX	217862	220700	-	1	NA	NA	bad_match	503	0.03401213	Low	412	0.7670243	Low	353	0.2168178	Low
YIL076W	237	Low	chrIX	216657	217548	+	1	NA	NA	bad_match	349	0.0008374284	Low	349	0.7333232	Low	237	1.25481	Low
YIL077C	755	Low	chrIX	214990	215953	-	1	NA	NA	bad_match	170	0.5883264	Low	695	0.1931573	Low	755	0.6822886	Low
YIL078W	601	Low	chrIX	212498	214703	+	1	NA	NA	bad_match	601	0.4372894	Low	627	0.357361	Low	151	0	Low
YIL079C	929	Low	chrIX	210922	212005	-	1	NA	NA	bad_match	929	1.031062	Low	151	0.5258952	Low	571	0.5596852	Low
YIL082W	NA	Bad	chrIX	205634	206507	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL082W-A	NA	Bad	chrIX	205634	210132	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL083C	852	Low	chrIX	203555	204653	-	1	NA	NA	bad_match	151	0	Low	852	0.3679733	Low	688	0.05996649	Low
YIL084C	476	Low	chrIX	202275	203259	-	1	NA	NA	bad_match	835	0.4413171	Low	476	0.4732518	Low	625	0.3352666	Low
YIL085C	621	Low	chrIX	200489	202043	-	1	NA	NA	bad_match	1362	0.1002424	Low	1318	0.1367803	Low	621	0.4228818	Low
YIL086C	NA	Bad	chrIX	200152	200461	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	reads<=5 	NA	NA	lens<=700 
YIL087C	NA	Bad	chrIX	199645	200119	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL088C	332	Low	chrIX	197930	199403	-	1	NA	NA	bad_match	332	0.4053508	Low	1322	0.2408716	Low	1322	0.01679805	Low
YIL089W	NA	Bad	chrIX	195598	196216	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL090W	457	Low	chrIX	193594	195070	+	1	NA	NA	bad_match	872	0.921629	Low	457	1.523823	Low	763	0.3395516	Low
YIL091C	968	Medium	chrIX	191029	193195	-	1	402	2.540654	Medium	1070	1.477165	Low	1165	1.382349	Low	968	2.124998	Medium
YIL092W	909	Low	chrIX	189065	190967	+	1	1684	0.5159553	Low	1569	0.5015372	Low	560	0.5135175	Low	909	0.8922607	Low
YIL093C	647	Low	chrIX	187989	188784	-	1	NA	NA	bad_match	647	0.1287728	Low	151	0.1082713	Low	647	0.3076981	Low
YIL094C	378	Low	chrIX	186516	187632	-	1	NA	NA	bad_match	378	1.119015	Low	448	0.1128041	Low	340	0.6670714	Low
YIL095W	923	Low	chrIX	183936	186369	+	1	NA	NA	bad_match	716	0.8503032	Low	586	0.4845971	Low	923	0.8913945	Low
YIL096C	858	Bad	chrIX	182116	183127	-	1	863	0.5333243	Low	NA	NA	reads<=5 	196	0.0789155	Low	858	1.451649	Low
YIL097W	1350	Low	chrIX	180426	181977	+	1	NA	NA	bad_match	1350	0.3281015	Low	367	0.01285447	Low	1140	0.2662682	Low
YIL098C	NA	Bad	chrIX	179771	180239	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL099W	1350	Low	chrIX	178003	179653	+	1	151	0.1130539	Low	1350	0.3535529	Low	1226	0.1223951	Low	1502	0.1119426	Low
YIL100C-A	NA	Bad	chrIX	177342	177681	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL100W	NA	Bad	chrIX	177372	177726	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL101C	479	Low	chrIX	175306	177250	-	1	NA	NA	bad_match	358	0.1105545	Low	479	0.16083	Low	1365	0.1545603	Low
YIL102C	NA	Bad	chrIX	174581	174887	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL102C-A	NA	Bad	chrIX	173364	173592	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL103W	1072	Low	chrIX	171750	173028	+	1	852	1.249588	Low	1072	0.1192264	Low	679	0.05906121	Low	408	0.0415376	Low
YIL104C	464	Low	chrIX	169981	171505	-	1	151	0.0926054	Low	931	0.5032888	Low	581	0.4989648	Low	464	0.7388263	Low
YIL105C	NA	Bad	chrIX	167580	169641	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL105W-A	NA	Bad	chrIX	167663	167804	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL106W	NA	Bad	chrIX	166414	167444	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL107C	1060	Low	chrIX	163277	165761	-	1	NA	NA	bad_match	1519	0.8712153	Low	1022	0.7285004	Low	1060	0.9425698	Low
YIL108W	814	Medium	chrIX	160886	162977	+	1	NA	NA	bad_match	814	2.599047	Medium	898	1.100908	Low	984	0.4771369	Low
YIL109C	1638	Low	chrIX	157384	160165	-	1	NA	NA	bad_match	1638	0.6408509	Low	257	0.3810251	Low	2044	0.5727823	Low
YIL110W	913	Low	chrIX	156044	157178	+	1	NA	NA	bad_match	913	0.3470288	Low	919	0.1130478	Low	247	0.01504671	Low
YIL111W	NA	Bad	chrIX	155221	155765	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL112W	2364	Low	chrIX	151594	154846	+	1	NA	NA	bad_match	185	0.1187384	Low	2364	0.4861303	Low	2537	0.09871014	Low
YIL113W	NA	Bad	chrIX	150558	151188	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL114C	461	Low	chrIX	149142	149988	-	1	NA	NA	bad_match	474	0.4965657	Low	461	0.9488864	Low	572	0.2705715	Low
YIL115C	NA	Bad	chrIX	144326	148709	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL115W-A	NA	Bad	chrIX	144267	144639	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL116W	177	Bad	chrIX	142927	144085	+	1	NA	NA	bad_match	151	0	Low	177	0.1816155	Low	NA	NA	bad_match
YIL117C	363	Bad	chrIX	140612	141569	-	1	NA	NA	bad_match	NA	NA	bad_match	363	0.03202714	Low	NA	NA	bad_match
YIL118W	NA	Bad	chrIX	139751	140447	+	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL119C	1017	Low	chrIX	136653	137877	-	1	NA	NA	bad_match	742	0.07297866	Low	1017	0.07693957	Low	151	0	Low
YIL120W	1419	Low	chrIX	134416	136108	+	1	NA	NA	reads<=5 	1419	0.03107047	Low	1457	0.0003400763	Low	151	0	Low
YIL121W	1036	Bad	chrIX	132243	133872	+	1	NA	NA	bad_match	NA	NA	bad_match	1036	1.121721	Low	663	0.05249052	Low
YIL122W	151	Low	chrIX	130609	131665	+	1	NA	NA	bad_match	621	0.1526137	Low	151	0.2405483	Low	502	0.01831899	Low
YIL123W	NA	Bad	chrIX	128150	129581	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL124W	249	Low	chrIX	126203	127097	+	1	NA	NA	bad_match	249	0.4516756	Low	304	0.3211505	Low	215	0.2945399	Low
YIL125W	2849	Low	chrIX	122688	125733	+	1	NA	NA	bad_match	857	0.3769327	Low	1053	0.3335601	Low	2849	0.3900115	Low
YIL126W	369	Low	chrIX	117991	122071	+	1	NA	NA	bad_match	502	0.1863878	Low	476	0.02267194	Low	369	0.3952688	Low
YIL127C	NA	Bad	chrIX	117023	117644	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL128W	2215	Low	chrIX	113805	116904	+	1	NA	NA	bad_match	1511	0.1799652	Low	2215	0.5435267	Low	902	0.3246098	Low
YIL129C	2736	Low	chrIX	106106	113237	-	1	NA	NA	bad_match	3031	0.1747691	Low	2736	0.6424668	Low	2739	0.1724716	Low
YIL130W	152	Low	chrIX	102781	105676	+	1	NA	NA	bad_match	1794	0.01111235	Low	151	0	Low	152	0.164233	Low
YIL131C	935	Low	chrIX	100780	102235	-	1	NA	NA	bad_match	1243	0.718208	Low	1113	0.2988766	Low	935	1.611543	Low
YIL132C	NA	Bad	chrIX	99859	100501	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL133C	NA	Bad	chrIX	98526	99416	-	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL134C-A	NA	Bad	chrIX	96521	96725	-	1	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 	NA	NA	reads<=5 
YIL134W	409	Low	chrIX	97394	98330	+	1	NA	NA	bad_match	409	0.1726703	Low	740	0.06999568	Low	151	0	Low
YIL135C	281	Medium	chrIX	95064	96375	-	1	NA	NA	bad_match	151	0.2891676	Low	191	0.4437281	Low	281	2.610372	Medium
YIL136W	737	Low	chrIX	93618	94800	+	1	NA	NA	bad_match	788	0.1394042	Low	269	0.302604	Low	737	0.8076814	Low
YIL137C	1946	Medium	chrIX	89947	92788	-	1	NA	NA	bad_match	1988	2.844198	Medium	1710	2.867205	Medium	1946	3.395212	Medium
YIL138C	NA	Bad	chrIX	89229	89715	-	1	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 	NA	NA	lens<=700 
YIL139C	470	Low	chrIX	87978	88716	-	1	151	0	Low	470	0.7139886	Low	581	0.0007795055	Low	361	0.6649827	Low
YIL140W	NA	Bad	chrIX	85365	87837	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL141W	NA	Bad	chrIX	85052	85442	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL142C-A	NA	Bad	chrIX	83207	83540	-	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL142W	NA	Bad	chrIX	83301	84885	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL143C	1535	Low	chrIX	80509	83041	-	1	NA	NA	bad_match	1535	1.864017	Low	1086	1.24457	Low	1435	0.643873	Low
YIL144W	596	Low	chrIX	78073	80149	+	1	NA	NA	bad_match	596	0.2821982	Low	913	0.0004566297	Low	151	0.1184924	Low
YIL145C	251	Low	chrIX	76353	77283	-	1	NA	NA	bad_match	251	1.007741	Low	151	0.3819721	Low	151	0	Low
YIL146C	876	Medium	chrIX	74183	75773	-	1	NA	NA	bad_match	845	0.776009	Low	1070	1.302214	Low	876	2.616845	Medium
YIL147C	883	High	chrIX	69790	73453	-	1	NA	NA	bad_match	1021	3.059261	Medium	883	6.307948	High	932	6.160052	High
YIL148W	NA	Bad	chrIX	68707	69528	+	1	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 	NA	NA	has intron 
YIL149C	4736	Low	chrIX	63027	68067	-	1	NA	NA	bad_match	4736	0.5835392	Low	1667	0.3276625	Low	492	0.2639585	Low
YIL150C	1463	Low	chrIX	61012	62728	-	1	1359	0.9646343	Low	1463	0.8006455	Low	1483	0.4114619	Low	1242	0.2058448	Low
YIL151C	208	Low	chrIX	57337	60694	-	1	NA	NA	bad_match	208	0.184419	Low	1071	0.03808715	Low	200	0.1347511	Low
YIL152W	278	Low	chrIX	56544	57252	+	1	NA	NA	bad_match	376	0.0210439	Low	328	0.1570462	Low	278	0.946632	Low
YIL153W	895	Low	chrIX	55197	56379	+	1	NA	NA	bad_match	151	0	Low	151	0	Low	895	1.699714	Low
YIL154C	210	Low	chrIX	53980	55021	-	1	NA	NA	bad_match	599	0.09630215	Low	210	0.09945038	Low	798	0.01108107	Low
YIL155C	1402	Low	chrIX	51758	53708	-	1	NA	NA	bad_match	151	0	Low	1402	0.2086432	Low	151	0	Low
YIL156W	1612	Low	chrIX	48090	51306	+	1	NA	NA	bad_match	1036	0.7181335	Low	1612	1.329978	Low	1660	0.730345	Low
YIL156W-A	NA	Bad	chrIX	47291	47693	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
YIL156W-B	NA	Bad	chrIX	47689	47973	+	1	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 	NA	NA	overlap 
